PeriodKey,PeriodDateEnd,Month,Quarter,Year,Category,SubCategory,Country,Segment,Driver_Score,Driver,Brand,Equity_Score,CBI
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,84,Improves stamina,Friska Men’s Health,59,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,65,Great value-for-money,Ancient Nutrition SBO Probiotics Men’s,59,63
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,44,My favourite brand/brand I purchase most often,Ancient Nutrition SBO Probiotics Men’s,58,63
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,80,Great reviews and recommendations,NOW Probiotic-10,58,61
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,88,Minimise gas,Culturelle Daily Probiotic ,59,62
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,80,Great value-for-money,Renew Life Women's Care,51,58
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,76,Expert/science-backed,Renew Life Women's Care,51,58
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,78,Prevents UTI,Culturelle Women's Healthy Balance,51,88
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,84,Helps with weight management,Ritual Synbiotic+,51,77
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,78,Prevents UTI,Ritual Synbiotic+,51,77
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,85,Easily available,Klean Athlete Klean Probiotic,51,50
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,70,Minimise gas,RepHresh Pro-B Probiotic Feminine Supplement ,51,59
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,83,Brand is trustworthy,Jarrow Formulas Fem-Dophilus,51,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,85,Great value-for-money,Optibac Everyday Probiotics,60,64
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,36,Easily available,Gaia Herbs Sound Sleep,61,28
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,34,Good promotions,NOW Probiotic-10,57,61
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,74,Brand has nice advertising,Peptiva Clinically Validated Probiotics Sleep Support,59,83
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,74,Brand has nice advertising,Nested Naturals Luna,59,49
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,76,Expert/science-backed,Renew Life Men's Care Probiotic,56,76
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,74,Likes the brand's ambassadors,Renew Life Men's Care Probiotic,56,76
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,60,Easily available,NOW Probiotic-10,56,61
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,86,Improves immune system,Culturelle Women's Healthy Balance,49,88
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,79,Helps to detox,Klean Athlete Klean Probiotic,49,50
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,86,Improves immune system,RepHresh Pro-B Probiotic Feminine Supplement ,49,59
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,89,Better colon health,Renew Life Women's Care,65,58
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,78,Prevents UTI,Friska Women’s Health,48,34
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,70,Minimise gas,Bio-Kult Pro-Cyan,48,50
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,78,Prevents UTI,RepHresh Pro-B Probiotic Feminine Supplement ,48,59
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,85,Great reviews and recommendations,Friska Nightly Reboot,58,42
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,50,Better colon health,HUM Nutrition Beauty zzZz ,74,54
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,84,Improves immune system,Innovixlabs Multi-Strain Probiotics,57,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,62,Reduces stress levels,SM Nutrition - Probiotic and Sleep Support,57,54
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,69,My favourite brand/brand I purchase most often,HUM Nutrition Beauty zzZz ,57,54
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,74,Brand has nice advertising,HUM Nutrition Beauty zzZz ,57,54
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,83,Support healthy sleep cycles,HUM Nutrition Beauty zzZz ,57,54
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,76,Expert/science-backed,Align Probiotic ,54,33
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,89,Better colon health,Bio-Kult Pro-Cyan,64,50
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,62,Reduces stress levels,Friska Nightly Reboot,56,42
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,85,Great reviews and recommendations,Probulin Total Care Probiotics,56,73
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,52,Brand is trustworthy,Biotiquest Simple Slumber Probiotics,56,76
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,81,Helps to detox,Peptiva Clinically Validated Probiotics Sleep Support,56,83
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,74,Likes the brand's ambassadors,Friska Men’s Health,53,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,74,"Vaginal health (prevents bacteria/yeast infection, etc)",Friska Women’s Health,46,34
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,60,Fast acting,Bio-Kult Pro-Cyan,46,50
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,61,Likes the brand's ambassadors,RepHresh Pro-B Probiotic Feminine Supplement ,46,59
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,78,Prevents UTI,Garden of Life Dr Formulated Probiotics Once Daily Women's,45,59
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,75,Brand has nice advertising,Renew Life Women's Care,45,58
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,76,Expert/science-backed,Ritual Synbiotic+,45,77
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,85,Great value-for-money,Garden of Life Dr Formulated Probiotics Once Daily Restore Sleep,55,66
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,75,Good promotions,Probulin Total Care Probiotics,54,73
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,84,Improves immune system,SM Nutrition - Probiotic and Sleep Support,54,54
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,74,Likes the brand's ambassadors,Ancient Nutrition SBO Probiotics Men’s,52,63
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,73,Fast acting,NOW Probiotic-10,52,61
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,60,Easily available,BioSchwartz Advanced Strength Probiotic,51,50
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,36,Meets my needs,Ritual Synbiotic+,45,77
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,86,Good promotions,Jarrow Formulas Fem-Dophilus,45,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,80,Great reviews and recommendations,Jarrow Formulas Fem-Dophilus,45,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,80,Great reviews and recommendations,Friska Women’s Health,44,34
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,82,My favourite brand/brand I purchase most often,Friska Women’s Health,44,34
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,86,Improves immune system,Jarrow Formulas Fem-Dophilus,44,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,89,Expert/science-backed,Friska Nightly Reboot,53,42
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,68,Effective/works as advertised,Garden of Life Dr Formulated Probiotics Once Daily Restore Sleep,52,66
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,77,Likes the brand's ambassadors,Biotiquest Simple Slumber Probiotics,54,76
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,77,Helps boost sleep hormones,SM Nutrition - Probiotic and Sleep Support,54,54
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,36,Easily available,Nested Naturals Luna,53,49
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,52,Brand is trustworthy,HUM Nutrition Beauty zzZz ,53,54
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,88,Minimise gas,Friska Men’s Health,50,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,70,Effective/works as advertised,Solaray Men’s Formula,50,81
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,73,Fast acting,Culturelle Daily Probiotic ,50,62
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,62,Brand has nice advertising,BioSchwartz Advanced Strength Probiotic,49,50
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,71,Effective/works as advertised,Ritual Synbiotic+,43,77
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,89,Better colon health,Klean Athlete Klean Probiotic,47,50
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,50,Better colon health,Nested Naturals Luna,33,49
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,84,Improves immune system,Probulin Total Care Probiotics,51,73
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,74,Brand has nice advertising,Probulin Total Care Probiotics,51,73
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,72,Uses unique/high quality ingredients,Friska Men’s Health,49,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,60,Easily available,Nordic Naturals Nordic Flora Probiotic Daily,48,73
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,62,Brand has nice advertising,Solaray Men’s Formula,49,81
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,76,Expert/science-backed,Ancient Nutrition SBO Probiotics Men’s,49,63
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,74,Likes the brand's ambassadors,BioSchwartz Advanced Strength Probiotic,49,50
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,62,Brand has nice advertising,Align Probiotic ,49,33
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,48,Uses unique/high quality ingredients,Bio-Kult Pro-Cyan,42,50
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,79,Helps to detox,Renew Life Women's Care,41,58
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,36,Meets my needs,Culturelle Women's Healthy Balance,41,88
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,85,Easily available,RepHresh Pro-B Probiotic Feminine Supplement ,41,59
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,84,Helps with weight management,Jarrow Formulas Fem-Dophilus,41,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,85,Great reviews and recommendations,Innovixlabs Multi-Strain Probiotics,50,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,36,Easily available,SM Nutrition - Probiotic and Sleep Support,51,54
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,52,Brand is trustworthy,SM Nutrition - Probiotic and Sleep Support,51,54
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,78,Relaxes me before bed,SM Nutrition - Probiotic and Sleep Support,50,54
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,68,Effective/works as advertised,Nested Naturals Luna,50,49
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,78,Meets my needs,Nested Naturals Luna,50,49
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,52,Brand is trustworthy,Gaia Herbs Sound Sleep,49,28
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,51,Stay asleep longer,Gaia Herbs Sound Sleep,50,28
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,80,Great reviews and recommendations,Solaray Men’s Formula,47,81
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,60,Helps to detox,Solaray Men’s Formula,47,81
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,73,Fast acting,Ancient Nutrition SBO Probiotics Men’s,46,63
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,80,Great reviews and recommendations,Culturelle Daily Probiotic ,48,62
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,65,Great value-for-money,BioSchwartz Advanced Strength Probiotic,48,50
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,86,Improves immune system,Klean Athlete Klean Probiotic,41,50
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,86,Improves immune system,HUM Nutrition Private Party,40,38
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,60,Fast acting,Klean Athlete Klean Probiotic,40,50
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,71,Effective/works as advertised,Renew Life Women's Care,39,58
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,74,"Vaginal health (prevents bacteria/yeast infection, etc)",Culturelle Women's Healthy Balance,39,88
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,78,Relaxes me before bed,Optibac Everyday Probiotics,48,64
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,36,Easily available,Innovixlabs Multi-Strain Probiotics,48,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,83,Support healthy sleep cycles,Innovixlabs Multi-Strain Probiotics,48,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,81,Uses unique/high quality ingredients,HUM Nutrition Beauty zzZz ,48,54
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,51,Stay asleep longer,HUM Nutrition Beauty zzZz ,48,54
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,73,Fast acting,Friska Men’s Health,45,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,60,Easily available,Renew Life Men's Care Probiotic,45,76
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,88,Minimise gas,Solaray Men’s Formula,45,81
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,84,Improves stamina,Solaray Men’s Formula,44,81
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,84,Improves stamina,Ancient Nutrition SBO Probiotics Men’s,44,63
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,58,Brand is trustworthy,NOW Probiotic-10,46,61
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,73,Fast acting,BioSchwartz Advanced Strength Probiotic,44,50
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,83,Brand is trustworthy,Friska Women’s Health,39,34
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,60,Fast acting,Culturelle Women's Healthy Balance,39,88
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,80,Great value-for-money,Culturelle Women's Healthy Balance,39,88
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,85,Easily available,Jarrow Formulas Fem-Dophilus,39,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,76,Expert/science-backed,Friska Women’s Health,38,34
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,48,Uses unique/high quality ingredients,Renew Life Women's Care,38,58
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,77,Helps boost sleep hormones,Probulin Total Care Probiotics,47,73
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,89,Expert/science-backed,Biotiquest Simple Slumber Probiotics,47,76
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,89,Expert/science-backed,Gaia Herbs Sound Sleep,47,28
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,78,Relaxes me before bed,Gaia Herbs Sound Sleep,47,28
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,65,Great value-for-money,Friska Men’s Health,44,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,73,Fast acting,Garden of Life Dr Formulated Probiotics Once Daily Men's,44,87
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,80,Great reviews and recommendations,Ancient Nutrition SBO Probiotics Men’s,44,63
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,74,Likes the brand's ambassadors,NOW Probiotic-10,43,61
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,74,"Vaginal health (prevents bacteria/yeast infection, etc)",Garden of Life Dr Formulated Probiotics Once Daily Women's,37,59
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,76,Expert/science-backed,Bio-Kult Pro-Cyan,37,50
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about women’s health benefits in the context of probiotics+ ,71,Effective/works as advertised,Jarrow Formulas Fem-Dophilus,36,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,69,My favourite brand/brand I purchase most often,Friska Nightly Reboot,45,42
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,36,Easily available,Probulin Total Care Probiotics,44,73
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about good sleep benefits in the context of probiotics+ ,36,Easily available,HUM Nutrition Beauty zzZz ,44,54
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,34,Good promotions,Friska Men’s Health,42,45
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,84,Improves stamina,Nordic Naturals Nordic Flora Probiotic Daily,41,73
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,78,Improves immune system,Ancient Nutrition SBO Probiotics Men’s,42,63
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,60,Helps to detox,BioSchwartz Advanced Strength Probiotic,42,50
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,44,My favourite brand/brand I purchase most often,BioSchwartz Advanced Strength Probiotic,41,50
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,73,Fast acting,Align Probiotic ,42,33
1,28/2/2023,February,Q1,2023,Digestive Health Supplement,Probiotics+,USA,Consumers discussing about men’s health benefits in the context of probiotics+ ,34,Good promotions,Align Probiotic ,41,33
